Date,Molecular Total,Molecular New,Molecular Positive New,Antigen Positive New,Antigen New,Antigen Total,All Antigen Tests ,All Positive Antigen Tests,First Molecular Test per person,Repeat Molecular Tests,All Molecular Tests,All Positive Molecular Tests,All Molecular Tests_Higher Ed ONLY,All Positive Molecular Tests_Higher Ed ONLY,All Molecular Tests_MA without Higher ED,All Positive Molecular Tests_MA without Higher ED,7-day weighted average positive test rate all molecular tests in MA,7-day weighted average positive test rate all molecular tests_Higher Ed ONLY,7-day weighted average positive test rate all molecular tests_MA without Higher ED,7-day average All Molecular Tests,7-day average daily molecular tests_MA without Higher ED,7-day average daily molecular tests_Higher ED ONLY,7-day average daily POSITIVE molecular tests_MA without Higher ED,7-day average daily POSITIVE molecular tests_Higher ED ONLY
9/5/2021,6683264,14720,930,167,3652,1059276,6721,172,,,37214,1044,16286,57,20928,987,0.02392349095,0.003156988424,0.03786747348,74344.14286,44478.42857,29865.71429,1684.285714,94.28571429
9/6/2021,6702264,19000,907,158,2881,1062157,6166,162,,,49846,1017,28077,104,21769,913,0.02418110947,0.003410347794,0.03915661539,66592.71429,38694.42857,27898.28571,1515.142857,95.14285714
9/7/2021,6786960,84696,2587,283,7571,1069728,12678,285,,,139934,2836,66993,283,72941,2553,0.02337934032,0.003776166613,0.03858533089,73612,41455.42857,32156.57143,1599.571429,121.4285714
9/8/2021,6852392,65432,2319,271,6788,1076516,12306,275,,,111635,2557,54254,262,57381,2295,0.02333431953,0.004037531987,0.03927688121,77739.57143,42569.57143,35170,1672,142
9/9/2021,6908416,56024,2174,285,6123,1082639,11145,292,,,109159,2459,48178,240,60981,2219,0.02357565619,0.004351131645,0.04007347529,79337.28571,42696.57143,36640.71429,1711,159.4285714
9/10/2021,6949548,41132,1879,234,5612,1088251,11265,236,,,86556,2149,39649,172,46907,1977,0.02339967298,0.004381915328,0.04000488993,80990.14286,43237.57143,37752.57143,1729.714286,165.4285714
9/11/2021,6966521,16973,994,131,3035,1091286,5483,132,,,29956,1140,7973,51,21983,1089,0.02339535708,0.004471902376,0.03972729374,80614.28571,43270,37344.28571,1719,167
9/12/2021,6982770,16249,1011,157,2866,1094152,5518,159,,,34068,1148,12736,65,21332,1083,0.02371185094,0.00456449236,0.03999089992,80164.85714,43327.71429,36837.14286,1732.714286,168.1428571
9/13/2021,7026952,44182,2300,261,5798,1099950,12237,261,,,125138,2563,59953,224,65185,2339,0.02333583682,0.004476488942,0.03909607453,90920.85714,49530,41390.85714,1936.428571,185.2857143
9/14/2021,7068090,41138,1960,255,4967,1104917,10900,260,,,114276,2161,56327,210,57949,1951,0.02321099956,0.004385996345,0.03904822771,87255.42857,47388.28571,39867.14286,1850.428571,174.8571429
9/15/2021,7106729,38639,1902,269,5311,1110228,11478,272,,,104681,2144,49632,204,55049,1940,0.02279434414,0.004248527954,0.03824692003,86262,47055.14286,39206.85714,1799.714286,166.5714286
9/16/2021,7139196,32467,1869,227,4819,1115047,11327,230,,,110782,2122,48173,141,62609,1981,0.02217663682,0.003887874714,0.0373398104,86493.85714,47287.71429,39206.14286,1765.714286,152.4285714
9/17/2021,7166880,27684,1597,221,5227,1120274,11627,224,,,83781,1816,38349,91,45432,1725,0.02172621714,0.003609830748,0.03674223688,86097.42857,47077,39020.42857,1729.714286,140.8571429
9/18/2021,7182444,15564,969,94,2482,1122756,5294,97,,,30682,1126,7605,26,23077,1100,0.02167687535,0.003523050133,0.03665393352,86201.14286,47233.28571,38967.85714,1731.285714,137.2857143
9/19/2021,7196668,14224,869,120,2231,1124987,4678,122,,,34199,1021,12211,26,21988,995,0.02146174481,0.003386593205,0.03631572434,86219.85714,47327,38892.85714,1718.714286,131.7142857
9/20/2021,7232625,35957,2122,236,5804,1130791,13286,238,,,128162,2416,61432,148,66730,2268,0.02111239888,0.00309064805,0.03593382888,86651.85714,47547.71429,39104.14286,1708.571429,120.8571429
9/21/2021,7265863,33238,1885,241,5056,1135847,11438,246,,,116982,2137,55673,126,61309,2011,0.02097923906,0.002790442186,0.03575316633,87038.42857,48027.71429,39010.71429,1717.142857,108.8571429
9/22/2021,7297876,32013,1744,224,5567,1141414,12410,226,,,105480,1957,49222,81,56258,1876,0.02064523955,0.002343535107,0.03543536957,87152.57143,48200.42857,38952.14286,1708,91.28571429
9/23/2021,7327588,29712,1637,210,5420,1146834,12181,216,,,111512,1898,48958,94,62554,1804,0.02025383187,0.002164929603,0.03491646608,87256.85714,48192.57143,39064.28571,1682.714286,84.57142857
9/24/2021,7354094,26506,1587,215,4783,1151617,11363,218,,,81551,1860,34366,50,47185,1810,0.02040034967,0.002044777283,0.0349866264,86938.28571,48443,38495.28571,1694.857143,78.71428571
9/25/2021,7368858,14764,901,118,2476,1154093,4901,120,,,30726,1088,7180,18,23546,1070,0.02033643766,0.00201827224,0.0348499573,86944.57143,48510,38434.57143,1690.571429,77.57142857
9/26/2021,7382044,13186,781,118,2557,1156650,5000,120,,,32820,904,11253,15,21567,889,0.02018994356,0.001984452634,0.03458067103,86747.57143,48449.85714,38297.71429,1675.428571,76
9/27/2021,7416515,34471,1920,244,5940,1162590,13894,247,,,130804,2210,60936,100,69868,2110,0.01976470588,0.001808750766,0.03380204331,87125,48898.14286,38226.85714,1652.857143,69.14285714
9/28/2021,7447222,30707,1517,228,5291,1167881,12048,230,,,113165,1735,52990,96,60175,1639,0.01922588267,0.001713821936,0.0328239822,86579.71429,48736.14286,37843.57143,1599.714286,64.85714286
9/29/2021,7476398,29176,1556,210,5420,1173301,12394,210,,,105924,1776,51120,99,54804,1677,0.01891337539,0.00176909555,0.03237866464,86643.14286,48528.42857,38114.71429,1571.285714,67.42857143
9/30/2021,7503042,26644,1545,199,5434,1178735,12731,201,,,111191,1785,48794,63,62397,1722,0.0187369779,0.001653921594,0.03215213435,86597.28571,48506,38091.28571,1559.571429,63
10/1/2021,7526521,23479,1385,202,5254,1183989,11578,206,,,81676,1638,35710,44,45966,1594,0.01836696322,0.001623237295,0.03162953745,86615.14286,48331.85714,38283.28571,1528.714286,62.14285714
10/2/2021,7539935,13414,775,98,2575,1186564,5097,102,,,28873,918,7008,11,21865,907,0.01814202262,0.001598141973,0.03130328361,86350.42857,48091.71429,38258.71429,1505.428571,61.14285714
10/3/2021,7552363,12428,794,93,2270,1188834,4226,96,,,32702,895,11176,15,21526,880,0.01813067256,0.001598601597,0.03128035864,86333.57143,48085.85714,38247.71429,1504.142857,61.14285714
10/4/2021,7582861,30498,1734,232,6254,1195088,13854,235,,,123202,1955,57219,75,65983,1880,0.01793431903,0.00152641686,0.03095432741,85247.57143,47530.85714,37716.71429,1471.285714,57.57142857
10/5/2021,7611330,28469,1561,242,5791,1200879,12587,246,,,110735,1742,50692,75,60043,1667,0.0180194278,0.001459580695,0.0310508022,84900.42857,47512,37388.42857,1475.285714,54.57142857
10/6/2021,7639470,28140,1476,249,5344,1206223,11650,251,,,107210,1674,49309,60,57901,1614,0.01780926108,0.001319697739,0.03057664866,85084.14286,47954.42857,37129.71429,1466.285714,49
10/7/2021,7664854,25384,1490,260,5803,1212026,12812,263,,,112996,1717,50002,58,62994,1659,0.01764162345,0.001294443849,0.03033502043,85342,48039.71429,37302.28571,1457.285714,48.28571429
10/8/2021,7685667,20813,1466,186,4940,1216966,11099,193,,,77450,1663,33666,35,43784,1628,0.01780945702,0.001269917243,0.03063490733,84738.28571,47728,37010.28571,1462.142857,47
10/9/2021,7698052,12385,795,127,2531,1219497,4427,129,,,27383,939,5752,13,21631,926,0.01788979817,0.001283861358,0.03071328872,84525.42857,47694.57143,36830.85714,1464.857143,47.28571429
10/10/2021,7709481,11429,780,117,2273,1221770,4262,118,,,28627,932,8078,9,20549,923,0.01807683079,0.001275920822,0.03093260435,83943.28571,47555,36388.28571,1471,46.42857143
10/11/2021,7727559,18078,1210,185,3194,1224964,6694,189,,,61195,1371,20085,23,41110,1348,0.01909831886,0.001254687845,0.03170331026,75085.14286,44001.71429,31083.42857,1395,39
10/12/2021,7756137,28578,1700,290,6109,1231073,12596,293,,,134270,1933,63975,68,70295,1865,0.01862761345,0.001152178527,0.03130420029,78447.28571,45466.28571,32981,1423.285714,38
10/13/2021,7781434,25297,1560,227,6000,1237073,12697,230,,,113751,1771,56291,76,57460,1695,0.01858290502,0.001185626175,0.03160249573,79381.71429,45403.28571,33978.42857,1434.857143,40.28571429
10/14/2021,7804925,23491,1513,270,5397,1242470,12095,278,,,112902,1740,50174,72,62728,1668,0.01862744745,0.001243587751,0.03165730877,79368.28571,45365.28571,34003,1436.142857,42.28571429
10/15/2021,7825317,20392,1354,243,5250,1247720,11000,249,,,81617,1558,37290,32,44327,1526,0.01830119072,0.001212522502,0.03128261553,79963.57143,45442.85714,34520.71429,1421.571429,41.85714286
10/16/2021,7836832,11515,839,103,2509,1250229,4539,108,,,27724,980,6422,12,21302,968,0.01836325136,0.001205043023,0.03144717422,80012.28571,45395.85714,34616.42857,1427.571429,41.71428571
10/17/2021,7847355,10523,751,106,2581,1252810,4303,106,,,29113,852,9237,7,19876,845,0.01820461957,0.001191092273,0.0312679361,80081.71429,45299.71429,34782,1416.428571,41.42857143
10/18/2021,7872204,24849,1556,234,6410,1259220,13417,239,,,113895,1765,51398,68,62497,1697,0.01728270653,0.001219126087,0.03032335259,87610.28571,48355,39255.28571,1466.285714,47.85714286
10/19/2021,7895347,23143,1275,185,5582,1264802,12891,190,,,107461,1434,50924,56,56537,1378,0.01722188783,0.001234067916,0.03010836795,83780.42857,46389.57143,37390.85714,1396.714286,46.14285714
10/20/2021,7916806,21459,1266,207,5341,1270143,12540,210,,,96892,1415,45096,49,51796,1366,0.01710662144,0.001181443357,0.02961170678,81372,45580.42857,35791.57143,1349.714286,42.28571429
10/21/2021,7937178,20372,1256,220,5261,1275404,12087,224,,,101128,1446,42789,58,58339,1388,0.016940645,0.001159749297,0.02913491423,79690,44953.42857,34736.57143,1309.714286,40.28571429
10/22/2021,7955311,18133,1260,197,4673,1280077,11267,199,,,75751,1449,34892,40,40859,1409,0.01692320514,0.001204529029,0.02908362949,78852,44458,34394,1293,41.42857143
10/23/2021,7966201,10890,797,113,2183,1282260,4130,116,,,26407,919,6037,13,20370,906,0.01685290213,0.001210618497,0.02897116742,78663.85714,44324.85714,34339,1284.142857,41.57142857
10/24/2021,7975464,9263,697,113,2205,1284465,4081,115,,,27958,787,9692,10,18266,777,0.01677003487,0.00122078828,0.02890197755,78498.85714,44094.85714,34404,1274.428571,42
10/25/2021,7998130,22666,1548,260,5463,1289928,12791,262,,,112950,1727,51809,70,61141,1657,0.01672965124,0.001226998951,0.02889934528,78363.85714,43901.14286,34462.71429,1268.714286,42.28571429
10/26/2021,8017831,19701,1166,206,5107,1295035,11429,214,,,99448,1301,49070,56,50378,1245,0.01673160245,0.001236501869,0.02904874331,77219.14286,43021.28571,34197.85714,1249.714286,42.28571429
10/27/2021,8035158,17327,1155,198,4681,1299716,10642,205,,,86483,1324,43302,42,43181,1282,0.0168884697,0.001216376041,0.02961707015,75732.14286,41790.57143,33941.57143,1237.714286,41.28571429
10/28/2021,8053897,18739,1386,230,4784,1304500,11117,236,,,103831,1575,47599,53,56232,1522,0.01704490004,0.001171612328,0.03029332672,76118.28571,41489.57143,34628.71429,1256.857143,40.57142857
10/29/2021,8070498,16601,1233,167,4144,1308644,10711,174,,,73487,1460,34030,28,39457,1432,0.01713836597,0.001126112139,0.03051985122,75794.85714,41289.28571,34505.57143,1260.142857,38.85714286
10/30/2021,8080539,10041,763,129,2108,1310752,4405,133,,,24413,902,5070,7,19343,895,0.01717085722,0.001105698086,0.03059049021,75510,41142.57143,34367.42857,1258.571429,38
10/31/2021,8089791,9252,797,124,2112,1312864,3726,125,,,28159,919,9414,10,18745,909,0.01741396559,0.001106977286,0.03099727188,75538.71429,41211,34327.71429,1277.428571,38
11/1/2021,8111602,21811,1584,310,6034,1318898,13320,313,,,113973,1794,54077,89,59896,1705,0.01750680453,0.00117495733,0.03129874109,75684.85714,41033.14286,34651.71429,1284.285714,40.71428571
11/2/2021,8132946,21344,1631,232,4725,1323623,9938,238,,,105375,1813,50016,99,55359,1714,0.0182688377,0.001346978333,0.03237022309,76531.57143,41744.71429,34786.85714,1351.285714,46.85714286
11/3/2021,8153250,20304,1695,336,5991,1329614,12987,341,,,95135,1850,45495,131,49640,1719,0.01894473091,0.00169718479,0.0331333369,77767.57143,42667.42857,35100.14286,1413.714286,59.57142857
11/4/2021,8173220,19970,1631,250,5116,1334730,12684,254,,,105840,1825,46669,104,59171,1721,0.01933262809,0.001911991208,0.03347026468,78054.57143,43087.28571,34967.28571,1442.142857,66.85714286
11/5/2021,8191184,17964,1617,238,5205,1339935,12733,243,,,76528,1853,33642,46,42886,1807,0.01994091984,0.0019886817,0.03432336743,78489,43577.14286,34911.85714,1495.714286,69.42857143
11/6/2021,8202518,11334,987,135,2541,1342476,4397,139,,,27558,1140,5952,15,21606,1125,0.02025814017,0.002014147962,0.03481905481,78938.28571,43900.42857,35037.85714,1528.571429,70.57142857
11/7/2021,8212568,10050,929,154,2339,1344815,4160,156,,,30117,1035,9649,14,20468,1021,0.02039579749,0.002028513238,0.03498734734,79218,44146.57143,35071.42857,1544.571429,71.14285714
11/8/2021,8236471,23903,2180,326,6780,1351595,15752,330,,,120390,2382,55535,108,64855,2274,0.02121071125,0.002093473384,0.03624695447,80134.71429,44855,35279.71429,1625.857143,73.85714286
11/9/2021,8259882,23411,2047,395,6560,1358155,15189,403,,,110181,2240,52215,134,57966,2106,0.02178527934,0.002215470567,0.03718666296,80821.28571,45227.42857,35593.85714,1681.857143,78.85714286
11/10/2021,8283382,23500,2153,433,5810,1363965,14016,439,,,103876,2388,49112,109,54764,2279,0.022390294,0.002096734633,0.03833505328,82070,45959.42857,36110.57143,1761.857143,75.71428571
11/11/2021,8302081,18699,1985,239,3809,1367774,8068,244,,,80564,2176,30156,73,50408,2103,0.02405983824,0.002112070972,0.04062910405,78459.14286,44707.57143,33751.57143,1816.428571,71.28571429
11/12/2021,8321660,19579,2008,420,6537,1374311,14688,426,,,77696,2228,33373,72,44323,2156,0.02469012431,0.002224651683,0.04155348453,78626,44912.85714,33713.14286,1866.285714,75
11/13/2021,8334140,12480,1386,204,2726,1377037,4807,207,,,30060,1554,6257,32,23803,1522,0.02532719341,0.002293723577,0.04251911797,78983.42857,45226.71429,33756.71429,1923,77.42857143
11/14/2021,8345254,11114,1367,181,2098,1379135,4075,182,,,30881,1543,9168,28,21713,1515,0.02620979395,0.002357770465,0.04390684387,79092.57143,45404.57143,33688,1993.571429,79.42857143
11/15/2021,8372497,27243,3118,527,7537,1386672,16985,534,,,123857,3386,55967,168,67890,3218,0.02784882834,0.002607429481,0.04643356905,79587.85714,45838.14286,33749.71429,2128.428571,88
11/16/2021,8397608,25111,2812,537,7076,1393748,16970,542,,,109298,3086,51577,148,57721,2938,0.02941398553,0.002673910275,0.04906400684,79461.71429,45803.14286,33658.57143,2247.285714,90
11/17/2021,8421870,24262,2684,533,7380,1401128,17384,540,,,99230,2960,45886,155,53344,2805,0.0306987487,0.002908978243,0.05093013202,78798,45600.28571,33197.71429,2322.428571,96.57142857
11/18/2021,8446291,24421,2831,540,7685,1408813,18013,546,,,106243,3179,43939,123,62304,3056,0.03107065213,0.002949217401,0.05197856828,82466.42857,47299.71429,35166.71429,2458.571429,103.7142857
11/19/2021,8468692,22401,2757,525,7284,1416097,18344,532,,,81181,3080,33712,101,47469,2979,0.03235126991,0.003062805773,0.05395160422,82964.28571,47749.14286,35215.14286,2576.142857,107.8571429
11/20/2021,8482948,14256,1783,238,2960,1419057,5055,242,,,32754,2024,5921,31,26833,1993,0.0330074523,0.003062923996,0.05486340483,83349.14286,48182,35167.14286,2643.428571,107.7142857
11/21/2021,8496834,13886,1578,251,2673,1421730,4771,258,,,35440,1742,9201,40,26239,1702,0.03308996723,0.003111253722,0.05468402575,84000.42857,48828.57143,35171.85714,2670.142857,109.4285714
11/22/2021,8534836,38002,3738,591,10275,1432005,22857,600,,,147829,4110,65325,157,82504,3953,0.03297683729,0.002954284887,0.05450403183,87425,50916.28571,36508.71429,2775.142857,107.8571429
11/23/2021,8568356,33520,3197,555,8261,1440266,21398,560,,,129489,3663,56898,157,72591,3506,0.03283631198,0.002928527074,0.05385096045,90309.42857,53040.57143,37268.85714,2856.285714,109.1428571
11/24/2021,8587418,19062,2460,437,6612,1446878,16866,446,,,50458,2730,11518,40,38940,2690,0.03518719767,0.002865165067,0.05570219682,83342,50982.85714,32359.14286,2839.857143,92.71428571
11/25/2021,8590115,2697,349,100,1424,1448302,2873,103,,,6776,393,184,1,6592,392,0.03666255448,0.002883578921,0.05716078733,69132.42857,43024,26108.42857,2459.285714,75.28571429
11/26/2021,8607797,17682,2641,383,4173,1452475,6935,388,,,45233,2914,2278,16,42955,2898,0.03923398195,0.002920865686,0.05775752223,63997,42379.14286,21617.85714,2447.714286,63.14285714
11/27/2021,8623516,15719,2412,274,3605,1456080,5534,282,,,34040,2692,4082,43,29958,2649,0.04060854952,0.003037073706,0.05934371654,64180.71429,42825.57143,21355.14286,2541.428571,64.85714286
11/28/2021,8640167,16651,2197,279,3416,1459496,5538,282,,,38909,2477,11518,44,27391,2433,0.04192086302,0.003017068174,0.06154566994,64676.28571,42990.14286,21686.14286,2645.857143,65.42857143
11/29/2021,8686320,46153,5833,746,10552,1470048,22498,754,,,163471,6263,74640,342,88831,5921,0.04511759783,0.003990863839,0.06668337358,66910.85714,43894,23016.85714,2927,91.85714286
11/30/2021,8728672,42352,5452,729,8684,1478732,18223,739,,,132184,5911,57636,340,74548,5571,0.0496315842,0.0051033017,0.07293954045,67295.85714,44173.57143,23122.28571,3222,118
12/1/2021,8765626,36954,4900,733,9078,1487810,19184,741,,,112117,5357,45979,301,66138,5056,0.04881835076,0.005536963177,0.07407561539,76104.28571,48059,28045.28571,3560,155.2857143
12/2/2021,8801654,36028,4996,855,10532,1498342,21535,859,,,118376,5425,44238,253,74138,5172,0.04817252029,0.005570555516,0.07352231291,92047.14286,57708.42857,34338.71429,4242.857143,191.2857143
12/3/2021,8832311,30657,4612,727,9744,1508086,23851,736,,,90431,5131,31625,178,58806,4953,0.04823009363,0.005565071667,0.07564136157,98504,59972.85714,38531.14286,4536.428571,214.4285714
12/4/2021,8849870,17559,2801,319,3464,1511550,6875,325,,,37819,3131,6326,59,31493,3072,0.04860040357,0.00557798516,0.07636972078,99043.85714,60192.14286,38851.71429,4596.857143,216.7142857
12/5/2021,8864555,14685,2285,341,3059,1514609,5467,346,,,36342,2558,7569,48,28773,2510,0.048898283,0.00567509785,0.07630219976,98677.14286,60389.57143,38287.57143,4607.857143,217.2857143
12/6/2021,8906948,42393,6057,860,11303,1525912,29661,872,,,147106,6616,59784,288,87322,6328,0.05060834106,0.005794822975,0.07754179546,96339.28571,60174,36165.28571,4666,209.5714286
12/7/2021,8953709,46761,5531,827,9957,1535869,28640,834,,,126433,6114,51354,338,75079,5776,0.05134724449,0.005934177215,0.07793023813,95517.71429,60249.85714,35267.85714,4695.285714,209.2857143
12/8/2021,8998165,44456,4955,847,10157,1546026,28523,861,,,111394,5476,44023,272,67371,5204,0.05158099778,0.005863162923,0.07805296679,95414.42857,60426,34988.42857,4716.428571,205.1428571
12/9/2021,9043142,44977,4838,788,10238,1556264,26813,798,,,115029,5455,41123,231,73906,5224,0.0518859265,0.00584771137,0.07821880544,94936.28571,60392.85714,34543.42857,4723.857143,202
12/10/2021,9078620,35478,4515,694,9740,1566004,27568,709,,,90046,5128,31266,181,58780,4947,0.05191148638,0.005868831411,0.0782094227,94881.28571,60389.14286,34492.14286,4723,202.4285714
12/11/2021,9094784,16164,2514,333,3571,1569575,6068,342,,,35314,2897,6798,63,28516,2834,0.05175436475,0.005873915434,0.07819710445,94523.42857,59963.85714,34559.57143,4689,203
12/12/2021,9110578,15794,2503,358,3253,1572828,5610,362,,,35943,2821,8106,66,27837,2755,0.05218331531,0.005935146461,0.07895685643,94466.42857,59830.14286,34636.28571,4724,205.5714286
12/13/2021,9160136,49558,6346,944,11162,1583990,29006,958,,,135404,7030,48514,362,86890,6668,0.05376075916,0.006544570559,0.07985104415,92794.71429,59768.42857,33026.28571,4772.571429,216.1428571
12/14/2021,9203821,43685,6080,947,10519,1594509,28574,963,,,119527,6638,44322,422,75205,6216,0.05515383789,0.007124629716,0.08087836466,91808.14286,59786.42857,32021.71429,4835.428571,228.1428571
12/15/2021,9245028,41207,6266,1088,10544,1605053,28546,1101,,,108862,6887,37078,467,71784,6420,0.05757625464,0.008250194515,0.08290968935,91446.42857,60416.85714,31029.57143,5009.142857,256
12/16/2021,9285193,40165,6076,920,10401,1615454,28880,928,,,114531,6767,33264,411,81267,6356,0.05967227775,0.009419722185,0.0841221626,91375.28571,61468.42857,29906.85714,5170.857143,281.7142857
12/17/2021,9321100,35907,5876,827,9377,1624831,26393,835,,,91364,6546,26952,378,64412,6168,0.06176192965,0.01057873328,0.08583632898,91563.57143,62273,29290.57143,5345.285714,309.8571429
12/18/2021,9341111,20011,3411,364,3767,1628598,6258,368,,,41437,3855,7395,131,34042,3724,0.06265802049,0.01087870992,0.08677795473,92438.28571,63062.42857,29375.85714,5472.428571,319.5714286
12/19/2021,9359833,18722,3280,379,2964,1631562,5374,391,,,37987,3631,4588,126,33399,3505,0.06370857418,0.01136492952,0.0873760344,92730.28571,63857,28873.28571,5579.571429,328.1428571
12/20/2021,9409548,49715,9387,1230,12551,1644113,31670,1240,,,131591,10212,25790,611,105801,9601,0.06901606852,0.01419262051,0.0901247022,92185.57143,66558.57143,25627,5998.571429,363.7142857
12/21/2021,9460471,50923,10205,1320,12104,1656217,31788,1341,,,123588,11044,22996,581,100592,10463,0.07536959468,0.01711342946,0.09411211548,92765.71429,70185.28571,22580.42857,6605.285714,386.4285714
12/22/2021,9512786,52315,10919,1376,11972,1668189,30531,1385,,,114684,11848,15891,425,98793,11423,0.08227179623,0.01945556562,0.09886051869,93597.42857,74043.71429,19553.71429,7320,380.4285714
12/23/2021,9550431,37645,8698,1211,11150,1679339,27750,1234,,,79386,9412,10376,332,69010,9080,0.09120100897,0.02266905288,0.1066378947,88576.71429,72292.71429,16284,7709.142857,369.1428571
12/24/2021,9563142,12711,3415,664,4598,1683937,8792,676,,,22467,3674,922,56,21545,3618,0.09739086258,0.02571681939,0.1110017229,78734.28571,66168.85714,12565.42857,7344.857143,323.1428571
12/25/2021,9566305,3163,1049,126,1382,1685319,4009,130,,,6307,1164,218,14,6089,1150,0.09880622469,0.02655327367,0.112216787,73715.71429,62175.57143,11540.14286,6977.142857,306.4285714
12/26/2021,9587399,21094,6446,796,4055,1689374,8256,808,,,41424,6902,1082,71,40342,6831,0.1044495396,0.02704626335,0.1179767149,74206.71429,63167.42857,11039.28571,7452.285714,298.5714286
12/27/2021,9643426,56027,20145,1727,7950,1697324,16273,1746,,,126464,21198,8469,553,117995,20645,0.1268509877,0.03389265103,0.1391169234,73474.28571,64909.42857,8564.857143,9030,290.2857143
12/28/2021,9700579,57153,22722,1926,8294,1705618,16308,1946,,,120845,23903,11360,686,109485,23217,0.1526671449,0.044227824,0.1639773863,73082.42857,66179.85714,6902.571429,10852,305.2857143
12/29/2021,9760100,59521,23884,1871,8971,1714589,18599,1897,,,116577,25080,8290,477,108287,24603,0.1778740725,0.05376132819,0.1885635839,73352.85714,67536.14286,5816.714286,12734.85714,312.7142857
12/30/2021,9806951,46851,18662,1934,8868,1723457,19436,1959,,,91230,19730,9206,580,82024,19150,0.1935052178,0.06162287911,0.2042419514,75044.85714,69395.28571,5649.571429,14173.42857,348.1428571
12/31/2021,9826542,19591,8175,1128,5515,1728972,13446,1148,,,32319,8600,1129,91,31190,8509,0.1991475542,0.06218242189,0.2101382284,76452.28571,70773.14286,5679.142857,14872.14286,353.1428571
1/1/2022,9837608,11066,4808,952,4248,1733220,9580,966,,,18443,5047,485,33,17958,5014,0.2018264139,0.06224232278,0.2128386437,78186,72468.71429,5717.285714,15424.14286,355.8571429
1/2/2022,9865680,28072,11615,1318,5210,1738430,11887,1355,,,58403,12603,7035,573,51368,12030,0.2058566565,0.06510201418,0.2183416392,80611.57143,74043.85714,6567.714286,16166.85714,427.5714286
1/3/2022,9944329,78649,36271,3725,14770,1753200,30226,3790,,,185088,38562,40185,2907,144903,35655,0.2143585298,0.06882481658,0.2350962464,88986.42857,77887.85714,11098.57143,18311.14286,763.8571429
1/4/2022,10013962,69633,33004,4591,18334,1771534,33344,4680,,,140222,35257,21860,1749,118362,33508,0.2255691425,0.07268397778,0.2499025433,91754.57143,79156,12598.57143,19781.28571,915.7142857
1/5/2022,10078629,64667,29321,4399,19129,1790663,39354,4483,,,130008,31360,21907,1606,108101,29754,0.2305261601,0.07405188248,0.2592858716,93673.28571,79129.42857,14543.85714,20517.14286,1077
1/6/2022,10140378,61749,27161,4233,20249,1810912,46036,4319,,,139618,29457,25607,1491,114011,27966,0.2284984683,0.07148416351,0.2601771996,100585.8571,83699,16886.85714,21776.57143,1207.142857
1/7/2022,10170502,30124,12862,1652,6307,1817219,17496,1749,,,64410,14068,8497,487,55913,13581,0.225965509,0.07044339683,0.2579493495,105170.2857,87230.85714,17939.42857,22501.14286,1263.714286
1/8/2022,10198639,28137,12063,1083,3933,1821152,9949,1148,,,54208,13349,8319,711,45889,12638,0.226250944,0.07138895135,0.2586058661,110279.5714,91221,19058.57143,23590.28571,1360.571429
1/9/2022,10221847,23208,9778,1155,4328,1825480,10616,1243,,,48979,11075,8171,565,40808,10510,0.2270432886,0.0707267403,0.2605340556,108933.2857,89712.42857,19220.85714,23373.14286,1359.428571
1/10/2022,10286727,64880,28271,4608,20127,1845607,51146,4809,,,171382,31261,45014,2388,126368,28873,0.2214490129,0.06455246637,0.2573295354,106975.2857,87064.57143,19910.71429,22404.28571,1285.285714
1/11/2022,10328756,42029,17389,3183,12760,1858367,31907,3316,,,104443,19086,24035,1286,80408,17800,0.2098820837,0.0602896503,0.2469334976,101864,81642.57143,20221.42857,20160.28571,1219.142857
1/12/2022,10374438,45682,18839,3657,15437,1873804,37367,3813,,,103576,20849,21227,985,82349,19864,0.2026533026,0.05617235749,0.2404635123,98088,77963.71429,20124.28571,18747.42857,1130.428571
1/13/2022,10420474,46036,17983,2523,11768,1885572,32905,2640,,,119730,20026,25514,897,94216,19129,0.1945531011,0.05199002678,0.2327117925,95246.85714,75135.85714,20111,17485,1045.571429
1/14/2022,10461292,40818,15286,2433,12773,1898345,39237,2585,,,100562,17321,24239,819,76323,16502,0.189174539,0.04888224433,0.2293648339,100411.4286,78051.57143,22359.85714,17902.28571,1093
1/15/2022,10479609,18317,6236,759,2893,1901238,6470,823,,,39530,6991,10840,492,28690,6499,0.1839706947,0.04673038229,0.2252183641,98314.57143,75594.57143,22720,17025.28571,1061.714286
1/16/2022,10498516,18907,6449,736,2946,1904184,7782,812,,,47359,7515,15976,552,31383,6963,0.1792196708,0.04446642093,0.2224779071,98083.14286,74248.14286,23835,16518.57143,1059.857143
1/17/2022,10526121,27605,9966,1288,5050,1909234,16963,1450,,,83477,11181,26431,827,57046,10354,0.1719942473,0.03951113569,0.215603388,85525.28571,64345,21180.28571,13873,836.8571429
1/18/2022,10573195,47074,16871,2392,11889,1921123,33047,2520,,,157409,19043,58146,1574,99263,17469,0.1579484472,0.03370016395,0.2062352164,93091.85714,67038.57143,26053.28571,13825.71429,878
1/19/2022,10611311,38116,12771,2002,9404,1930527,27328,2117,,,116825,14415,41744,1095,75081,13320,0.1451243209,0.03083444231,0.1953151718,94984.57143,66000.28571,28984.28571,12890.85714,893.7142857
1/20/2022,10643755,32444,10641,2182,11431,1941958,31071,2322,,,116717,12153,42817,905,73900,11248,0.1338900313,0.02844777082,0.1864559891,94554.14286,63098,31456.14286,11765,894.8571429
