Date,Molecular Total,Molecular New,Molecular Positive New,Antigen Positive New,Antigen New,Antigen Total,All Antigen Tests ,All Positive Antigen Tests,First Molecular Test per person,Repeat Molecular Tests,All Molecular Tests,All Positive Molecular Tests,All Molecular Tests_Higher Ed ONLY,All Positive Molecular Tests_Higher Ed ONLY,All Molecular Tests_MA without Higher ED,All Positive Molecular Tests_MA without Higher ED,7-day weighted average positive test rate all molecular tests in MA,7-day weighted average positive test rate all molecular tests_Higher Ed ONLY,7-day weighted average positive test rate all molecular tests_MA without Higher ED,7-day average All Molecular Tests,7-day average daily molecular tests_MA without Higher ED,7-day average daily molecular tests_Higher ED ONLY,7-day average daily POSITIVE molecular tests_MA without Higher ED,7-day average daily POSITIVE molecular tests_Higher ED ONLY
4/17/2021,5312397,7323,1070,211,2135,711235,3688,227,,,34924,1298,10273,14,24651,1284,0.02149441322,0.001991631493,0.03788383641,85610.28571,46518.14286,39092.14286,1762.285714,77.85714286
4/18/2021,5318241,5844,790,205,1865,713100,3171,219,,,34448,958,15121,21,19327,937,0.02139932354,0.001974101839,0.03780801537,85022.71429,46090,38932.71429,1742.571429,76.85714286
4/19/2021,5328962,10721,1547,275,2882,715982,6212,290,,,96719,1808,48200,103,48519,1705,0.02150143098,0.001919281396,0.03822858831,79815.28571,43045.57143,36769.71429,1645.571429,70.57142857
4/20/2021,5339855,10893,1446,264,2868,718850,5368,276,,,106709,1691,54482,82,52227,1609,0.02070351325,0.001794581744,0.03738573855,79482.71429,42227.71429,37255,1578.714286,66.85714286
4/21/2021,5350153,10298,1395,278,2862,721712,6297,283,,,85374,1673,39534,98,45840,1575,0.02030497887,0.001784622055,0.03703379933,77757.14286,40854.57143,36902.57143,1513,65.85714286
4/22/2021,5360735,10582,1361,237,3034,724746,6461,253,,,102783,1619,52579,84,50204,1535,0.02001210704,0.001785665337,0.0366434526,76460.85714,39979.85714,36481,1465,65.14285714
4/23/2021,5371948,11213,1174,239,3058,727804,6424,248,,,83860,1453,38773,49,45087,1404,0.01927252637,0.001741568261,0.03515418656,77831,40836.42857,36994.57143,1435.571429,64.42857143
4/24/2021,5379976,8028,763,183,2355,730159,4144,190,,,36309,934,8872,15,27437,919,0.01855723707,0.001754924076,0.03355032722,78028.85714,41234.42857,36794.42857,1383.428571,64.57142857
4/25/2021,5386814,6838,640,140,2345,732504,4173,143,,,38816,778,13079,20,25737,758,0.01808307754,0.001765035085,0.03221476965,78652.85714,42150.14286,36502.71429,1357.857143,64.42857143
4/26/2021,5400223,13409,1541,210,3313,735817,6602,216,,,122158,1758,58777,100,63381,1658,0.01719764795,0.00168360291,0.03051824222,82287,44273.28571,38013.71429,1351.142857,64
4/27/2021,5411675,11452,1271,234,3026,738843,5731,243,,,96694,1501,45689,64,51005,1437,0.01716625971,0.001671181448,0.0300818618,80856.28571,44098.71429,36757.57143,1326.571429,61.42857143
4/28/2021,5422842,11167,1131,212,3128,741971,6264,217,,,80892,1306,36208,53,44684,1253,0.0166496887,0.001515885297,0.02914790186,80216,43933.57143,36282.42857,1280.571429,55
4/29/2021,5433325,10483,998,220,2923,744894,5846,232,,,93179,1197,46830,40,46349,1157,0.01617479725,0.001373737048,0.0282731823,78844,43382.85714,35461.14286,1226.571429,48.71428571
4/30/2021,5442632,9307,942,181,2930,747824,5984,190,,,71516,1118,34518,30,36998,1088,0.01592396824,0.001319818177,0.02797784777,77080.57143,42227.28571,34853.28571,1181.428571,46
5/1/2021,5448718,6086,590,154,1850,749674,3376,163,,,26890,739,7321,13,19569,726,0.0158390629,0.00132001221,0.02807213883,75735,41103.28571,34631.71429,1153.857143,45.71428571
5/2/2021,5453767,5049,474,126,1597,751271,2736,134,,,29603,576,12319,12,17284,564,0.01573141984,0.001291059414,0.02822716368,74418.85714,39895.71429,34523.14286,1126.142857,44.57142857
5/3/2021,5465915,12148,1004,177,3509,754780,6660,182,,,105785,1187,49262,42,56523,1145,0.01511022497,0.00109413432,0.02705460846,72079.85714,38916,33163.85714,1052.857143,36.28571429
5/4/2021,5476712,10797,899,173,2924,757704,5553,182,,,83788,1049,37177,33,46611,1016,0.01458752413,0.0009971605518,0.02592736309,70236.14286,38288.28571,31947.85714,992.7142857,31.85714286
5/5/2021,5486007,9295,874,172,2880,760584,5353,177,,,69145,1025,28072,56,41073,969,0.01435906198,0.001048728764,0.02520735079,68558,37772.42857,30785.57143,952.1428571,32.28571429
5/6/2021,5494709,8702,784,135,2568,763152,5397,139,,,80687,925,42288,50,38399,875,0.01416089377,0.001118711396,0.02488916271,66773.42857,36636.71429,30136.71429,911.8571429,33.71428571
5/7/2021,5503332,8623,686,156,2512,765664,5304,162,,,61372,851,29323,24,32049,827,0.01389113653,0.001117796289,0.02434117404,65324.28571,35929.71429,29394.57143,874.5714286,32.85714286
5/8/2021,5508929,5597,423,81,1694,767358,3260,87,,,22971,503,5890,4,17081,499,0.01349065073,0.001081578419,0.02367279737,64764.42857,35574.28571,29190.14286,842.1428571,31.57142857
5/9/2021,5513356,4427,282,78,1523,768881,2583,82,,,24160,348,10150,6,14010,342,0.01314555668,0.001063503527,0.02308481115,63986.85714,35106.57143,28880.28571,810.4285714,30.71428571
5/10/2021,5525061,11705,720,137,3003,771884,6065,147,,,91672,868,41471,36,50201,832,0.0128378612,0.001075263285,0.02238706228,61970.71429,34203.42857,27767.28571,765.7142857,29.85714286
5/11/2021,5535284,10223,578,137,2890,774774,5419,138,,,73374,718,31987,21,41387,697,0.0123718353,0.001041330789,0.02152433817,60483,33457.14286,27025.85714,720.1428571,28.14285714
5/12/2021,5544785,9501,593,117,2680,777454,4823,121,,,61729,708,23225,18,38504,690,0.01183032226,0.0008625646924,0.02055856081,59423.57143,33090.14286,26333.42857,680.2857143,22.71428571
5/13/2021,5552915,8130,547,117,2701,780155,5400,124,,,66472,662,31161,15,35311,647,0.01159427505,0.000715906401,0.01983871744,57392.85714,32649,24743.85714,647.7142857,17.71428571
5/14/2021,5561128,8213,466,105,2344,782499,4554,107,,,50248,606,20289,7,29959,599,0.01129725108,0.000651751506,0.01901498324,55803.71429,32350.42857,23453.28571,615.1428571,15.28571429
5/15/2021,5566562,5434,298,74,1502,784001,2831,77,,,20191,363,4399,1,15792,362,0.01101725943,0.0006392840019,0.01851539322,55406.57143,32166.28571,23240.28571,595.5714286,14.85714286
5/16/2021,5571208,4646,241,52,1478,785479,2414,53,,,20369,307,5694,1,14675,306,0.01101925505,0.000625687308,0.01830145818,54865,32261.28571,22603.71429,590.4285714,14.14285714
5/17/2021,5582167,10959,517,88,2803,788282,5706,96,,,72046,633,26377,13,45669,620,0.01096784284,0.0005309783976,0.01771827002,52061.28571,31613.85714,20447.42857,560.1428571,10.85714286
5/18/2021,5591935,9768,458,104,2597,790879,4907,108,,,60013,559,22427,4,37586,555,0.01093235499,0.0004417093403,0.01737503218,50152.57143,31070.85714,19081.71429,539.8571429,8.428571429
5/19/2021,5600271,8336,412,80,2613,793492,4713,82,,,45931,496,14660,9,31271,487,0.0108151639,0.0003999776013,0.01700727185,47895.71429,30037.57143,17858.14286,510.8571429,7.142857143
5/20/2021,5607522,7251,386,91,2357,795849,5080,93,,,51446,473,20798,6,30648,467,0.01073244151,0.0003576288336,0.01651750973,45749.14286,29371.42857,16377.71429,485.1428571,5.857142857
5/21/2021,5614728,7206,314,73,2194,798043,4564,81,,,42924,394,16933,3,25991,391,0.01030614854,0.0003324707066,0.01581098238,44702.85714,28804.57143,15898.28571,455.4285714,5.285714286
5/22/2021,5619313,4585,169,53,1621,799664,2936,58,,,16002,218,2425,2,13577,216,0.00997632243,0.0003476224454,0.01525446677,44104.42857,28488.14286,15616.28571,434.5714286,5.428571429
5/23/2021,5623668,4355,145,40,1283,800947,2021,41,,,17049,196,3891,0,13158,196,0.009721326344,0.0003441508311,0.01481556342,43630.14286,28271.42857,15358.71429,418.8571429,5.285714286
5/24/2021,5632978,9310,282,62,2323,803270,4593,66,,,61824,366,22775,5,39049,361,0.009153457615,0.0002790903579,0.01397427854,42169.85714,27325.71429,14844.14286,381.8571429,4.142857143
5/25/2021,5641118,8140,255,42,1966,805236,3760,45,,,50890,320,18637,2,32253,318,0.008609901212,0.0002696790819,0.01310050713,40866.57143,26563.85714,14302.71429,348,3.857142857
5/26/2021,5648080,6962,237,55,2111,807347,3932,61,,,39794,298,12587,9,27207,289,0.008091337446,0.0002753809436,0.01230461341,39989.85714,25983.28571,14006.57143,319.7142857,3.857142857
5/27/2021,5654036,5956,217,41,1786,809133,3263,45,,,43533,274,17084,1,26449,273,0.007595141462,0.0002332188441,0.01150356813,38859.42857,25383.42857,13476,292,3.142857143
5/28/2021,5659256,5220,154,40,1810,810943,3364,40,,,30855,218,11535,1,19320,217,0.007270712876,0.0002248858704,0.01093484121,37135.28571,24430.42857,12704.85714,267.1428571,2.857142857
5/29/2021,5662952,3696,93,29,1204,812147,1951,29,,,12770,136,1584,0,11186,136,0.007042829597,0.0002043295154,0.01061545943,36673.57143,24088.85714,12584.71429,255.7142857,2.571428571
5/30/2021,5667041,4089,82,25,1325,813472,1982,27,,,14326,125,1648,0,12678,125,0.006838798072,0.0002096680256,0.01022350156,36284.57143,24020.28571,12264.28571,245.5714286,2.571428571
5/31/2021,5670566,3525,82,14,767,814239,1517,14,,,15105,110,3187,1,11918,109,0.007145166037,0.0002112824847,0.0104034437,29610.42857,20144.42857,9466,209.5714286,2
6/1/2021,5680754,10188,186,41,2589,816828,4795,43,,,63674,239,22702,4,40972,235,0.00636198803,0.0002275086382,0.009243304615,31436.71429,21390,10046.71429,197.7142857,2.285714286
6/2/2021,5688628,7874,179,37,2339,819167,4292,40,,,43450,233,14673,4,28777,229,0.005967467246,0.0001519064256,0.008750826173,31959,21614.28571,10344.71429,189.1428571,1.571428571
6/3/2021,5695492,6864,195,32,2068,821235,4313,33,,,38639,242,12337,1,26302,241,0.005954693148,0.000162563178,0.008547630547,31259.85714,21593.28571,9666.571429,184.5714286,1.571428571
6/4/2021,5702285,6793,156,29,2412,823647,4241,32,,,33271,202,10305,0,22966,202,0.005817343549,0.000150520802,0.008249407296,31605,22114.14286,9490.857143,182.4285714,1.428571429
6/5/2021,5706633,4348,60,37,1249,824896,1818,39,,,14320,90,1692,0,12628,90,0.00557039298,0.0001502765088,0.007878853822,31826.42857,22320.14286,9506.285714,175.8571429,1.428571429
6/6/2021,5710546,3913,61,24,1181,826077,1721,25,,,13105,89,1256,0,11849,89,0.00543860916,0.0001511670093,0.007689238926,31652,22201.71429,9450.285714,170.7142857,1.428571429
6/7/2021,5719287,8741,139,34,2033,828110,3782,35,,,45280,191,13904,1,31376,190,0.005108465514,0.0001300914543,0.007296849088,35962.71429,24981.42857,10981.28571,182.2857143,1.428571429
6/8/2021,5727183,7896,118,35,1994,830104,3410,35,,,41820,149,14343,2,27477,147,0.005202601301,0.0001167712743,0.007361735089,32840.71429,23053.57143,9787.142857,169.7142857,1.142857143
6/9/2021,5734161,6978,94,25,1980,832084,3232,28,,,34622,127,10636,1,23986,126,0.004930854938,0.00007755184341,0.006929188167,31579.57143,22369.14286,9210.428571,155,0.7142857143
6/10/2021,5740352,6191,121,30,2000,834084,3873,31,,,33199,148,10603,2,22596,146,0.004619301818,0.00009563429446,0.006475751907,30802.42857,21839.71429,8962.714286,141.4285714,0.8571428571
6/11/2021,5746593,6241,94,13,1718,835802,2942,15,,,26921,130,7006,1,19915,129,0.00441541189,0.0001177658143,0.006120392186,29895.28571,21403.85714,8491.428571,131,1
6/12/2021,5750856,4263,57,16,1247,837049,1700,16,,,13542,77,1340,0,12202,77,0.004369535083,0.0001184673707,0.006050829646,29784.14286,21343,8441.142857,129.1428571,1
6/13/2021,5754805,3949,41,17,1312,838361,2013,17,,,12348,54,873,0,11475,54,0.004216971868,0.0001192402691,0.005831158112,29676,21289.57143,8386.428571,124.1428571,1
6/14/2021,5763573,8768,99,26,2118,840479,3757,29,,,43014,131,13645,3,29369,128,0.003971459998,0.0001539882969,0.005489049109,29352.28571,21002.85714,8349.428571,115.2857143,1.285714286
6/15/2021,5771660,8087,88,35,1963,842442,3252,35,,,40748,127,13678,2,27070,125,0.003884654148,0.0001557605441,0.005354231889,29199.14286,20944.71429,8254.428571,112.1428571,1.285714286
6/16/2021,5778667,7007,82,15,1831,844273,3016,16,,,34384,106,10993,2,23391,104,0.003786320265,0.0001720045409,0.005225383172,29165.14286,20859.71429,8305.428571,109,1.428571429
6/17/2021,5785103,6436,76,20,1784,846057,3090,25,,,33734,103,11446,3,22288,100,0.003556580407,0.0001865007375,0.004920732963,29241.57143,20815.71429,8425.857143,102.4285714,1.571428571
6/18/2021,5791279,6176,72,15,1672,847729,2652,17,,,20742,92,1522,0,19220,92,0.003475860401,0.0001869263697,0.004689170086,28358.85714,20716.42857,7642.428571,97.14285714,1.428571429
6/19/2021,5795947,4668,48,9,1210,848939,1742,9,,,14034,63,1279,0,12755,63,0.003396916645,0.000187139756,0.004575181359,28429.14286,20795.42857,7633.714286,95.14285714,1.428571429
6/20/2021,5800075,4128,31,13,1162,850101,1606,13,,,11949,47,424,0,11525,47,0.003368495254,0.0001887255365,0.004525539425,28372.14286,20802.57143,7569.571429,94.14285714,1.428571429
6/21/2021,5808406,8331,69,13,1916,852017,3169,14,,,40945,100,14042,2,26903,98,0.00324622461,0.0001685898397,0.004393930927,28076.57143,20450.28571,7626.285714,89.85714286,1.285714286
6/22/2021,5816270,7864,86,25,1723,853740,2841,25,,,36429,99,11743,0,24686,99,0.003173496621,0.0001360570662,0.00428364401,27459.57143,20109.71429,7349.857143,86.14285714,1
6/23/2021,5823216,6946,70,19,1728,855468,2863,20,,,32075,89,10102,1,21973,88,0.00312256461,0.0001186755805,0.004212414783,27129.71429,19907.14286,7222.571429,83.85714286,0.8571428571
6/24/2021,5829497,6281,84,20,1696,857164,2805,22,,,30306,106,9020,1,21286,105,0.003196053196,0.00008310479515,0.004279064388,26640,19764,6876,84.57142857,0.5714285714
6/25/2021,5835781,6284,61,13,1721,858885,2658,18,,,24125,81,5237,0,18888,81,0.003081169053,0.00007715007619,0.004209656851,27123.28571,19716.57143,7406.714286,83,0.5714285714
6/26/2021,5840820,5039,60,12,1168,860053,1565,13,,,13297,72,909,0,12388,72,0.003140763301,0.00007770460594,0.004286264339,27018,19664.14286,7353.857143,84.28571429,0.5714285714
6/27/2021,5845178,4358,60,9,1149,861202,1719,9,,,11956,75,340,0,11616,75,0.003288691027,0.00007783161131,0.004486714099,27019,19677.14286,7341.857143,88.28571429,0.5714285714
6/28/2021,5852414,7236,97,25,1853,863055,2858,25,,,36208,132,12773,2,23435,130,0.003546714679,0.00007980209081,0.004840919924,26342.28571,19181.71429,7160.571429,92.85714286,0.5714285714
6/29/2021,5858507,6093,81,17,2340,865395,3476,17,,,31046,100,11009,3,20037,97,0.003658952143,0.000141729095,0.004999112812,25573.28571,18517.57143,7055.714286,92.57142857,1
6/30/2021,5864759,6252,85,18,1845,867240,3001,19,,,29625,100,8946,1,20679,99,0.003772024716,0.0001451258448,0.005135238333,25223.28571,18332.71429,6890.571429,94.14285714,1
7/1/2021,5870894,6135,103,22,1562,868802,2517,23,,,29007,128,9108,1,19899,127,0.003925506664,0.0001448615537,0.005364654724,25037.71429,18134.57143,6903.142857,97.28571429,1
7/2/2021,5876187,5293,86,23,1582,870384,2653,25,,,20141,105,4014,0,16127,105,0.004156936011,0.000148623113,0.005677196995,24468.57143,17740.14286,6728.428571,100.7142857,1
7/3/2021,5880366,4179,42,16,1018,871402,1687,16,,,11672,60,811,0,10861,60,0.004126020453,0.0001489330014,0.00565003995,24236.42857,17522,6714.428571,99,1
7/4/2021,5882465,2099,33,6,560,871962,842,7,,,6213,44,178,0,6035,44,0.004081458344,0.0001494481095,0.00565459158,23416,16724.71429,6691.285714,94.57142857,1
7/5/2021,5887682,5217,83,22,1163,873125,1799,22,,,15211,97,843,0,14368,97,0.004436203338,0.0001432295397,0.005823750532,20416.42857,15429.42857,4987,89.85714286,0.7142857143
7/6/2021,5895891,8209,132,22,2089,875214,3257,23,,,40656,164,14678,7,25978,157,0.004576298967,0.000233293587,0.006046670821,21789.28571,16278.14286,5511.142857,98.42857143,1.285714286
7/7/2021,5902623,6732,156,41,1746,876960,2891,41,,,30427,180,9905,5,20522,175,0.005074122627,0.0003288059286,0.006722910625,21903.85714,16255.71429,5648.142857,109.2857143,1.857142857
7/8/2021,5909060,6437,158,38,1707,878667,3203,38,,,29960,183,9216,4,20744,179,0.005399274047,0.0004035817884,0.007126968203,22040,16376.42857,5663.571429,116.7142857,2.285714286
7/9/2021,5915155,6095,146,44,1793,880460,2936,44,,,22491,168,4911,2,17580,166,0.005720487774,0.0004439840166,0.007563227896,22375.71429,16584,5791.714286,125.4285714,2.571428571
7/10/2021,5919676,4521,119,45,976,881436,1393,45,,,12746,135,941,3,11805,132,0.006157104449,0.0005163257278,0.008117437966,22529.14286,16718.85714,5810.285714,135.7142857,3
7/11/2021,5924071,4395,132,46,1078,882514,1535,46,,,11609,149,436,1,11173,148,0.006597179644,0.000537503054,0.008627322583,23300,17452.85714,5847.142857,150.5714286,3.142857143
7/12/2021,5931948,7877,263,66,1901,884415,3245,70,,,34919,303,10571,16,24348,287,0.007012822196,0.0007501283114,0.009413545214,26115.42857,18878.57143,7236.857143,177.7142857,5.428571429
7/13/2021,5939479,7531,269,67,1884,886299,3126,71,,,33556,298,11348,11,22208,287,0.008058824869,0.0008874239351,0.01070260165,25101.14286,18340,6761.142857,196.2857143,6
7/14/2021,5947037,7558,311,75,2005,888304,3255,82,,,31183,348,9178,7,22005,341,0.008976335117,0.0009441857471,0.01185865104,25209.14286,18551.85714,6657.285714,220,6.285714286
7/15/2021,5954457,7420,324,69,1888,890192,3387,70,,,30946,361,8857,8,22089,353,0.009929557622,0.001038017387,0.01306322785,25350,18744,6606,244.8571429,6.857142857
7/16/2021,5961998,7541,316,67,1928,892120,3182,71,,,25805,354,5731,7,20074,347,0.01077648204,0.001126173983,0.0141733108,25823.42857,19100.28571,6723.142857,270.7142857,7.571428571
7/17/2021,5966998,5000,233,46,1159,893279,1852,47,,,13707,266,805,4,12902,262,0.01144036319,0.001150747986,0.01502236663,25960.71429,19257,6703.714286,289.2857143,7.714285714
7/18/2021,5971870,4872,245,35,1054,894333,1626,36,,,13102,280,372,0,12730,280,0.01206213363,0.001130980325,0.01581888586,26174,19479.42857,6694.571429,308.1428571,7.571428571
7/19/2021,5981697,9827,518,95,2449,896782,4207,95,,,40519,566,11298,11,29221,555,0.01309726827,0.00100863645,0.0171706944,26974,20175.57143,6798.428571,346.4285714,6.857142857
7/20/2021,5990667,8970,514,96,2366,899148,3869,100,,,36790,559,10979,13,25811,546,0.01423572782,0.001058873359,0.01853181617,27436,20690.28571,6745.714286,383.4285714,7.142857143
7/21/2021,6000256,9589,591,89,2238,901386,3578,92,,,36339,652,9063,19,27276,633,0.01540505456,0.00131620847,0.01982638588,28172.57143,21443.28571,6729.285714,425.1428571,8.857142857
7/22/2021,6009946,9690,591,114,2461,903847,4607,118,,,37361,659,8908,14,28453,645,0.01638321801,0.001442022224,0.02088619325,29089,22352.42857,6736.571429,466.8571429,9.714285714
7/23/2021,6019209,9263,508,103,2408,906255,4138,105,,,30989,587,6250,6,24739,581,0.01709233886,0.001405348715,0.02173373383,29829.57143,23018.85714,6810.714286,500.2857143,9.571428571
7/24/2021,6025195,5986,385,80,1272,907527,2002,82,,,15331,431,927,4,14404,427,0.01774453384,0.001401761617,0.02254756078,30061.57143,23233.42857,6828.142857,523.8571429,9.571428571
7/25/2021,6031043,5848,407,76,1419,908946,2082,77,,,15244,459,789,2,14455,457,0.01840779403,0.001431119592,0.02338782786,30367.57143,23479.85714,6887.714286,549.1428571,9.857142857
7/26/2021,6042650,11607,718,138,2988,911934,5169,139,,,45871,826,11942,18,33929,808,0.01914878972,0.001555528266,0.02423299639,31132.14286,24152.42857,6979.714286,585.2857143,10.85714286
7/27/2021,6053161,10511,764,142,3130,915064,5073,144,,,39817,843,11098,23,28719,820,0.02017180202,0.001755926251,0.02541648495,31564.57143,24567.85714,6996.714286,624.4285714,12.28571429
7/28/2021,6063717,10556,830,162,3064,918128,5084,164,,,38361,928,9401,21,28960,907,0.02122669011,0.001784446923,0.02674782188,31853.42857,24808.42857,7045,663.5714286,12.57142857
7/29/2021,6074670,10953,908,153,3156,921284,5745,157,,,38705,1016,8765,24,29940,992,0.02269100117,0.001993004149,0.02850193553,32045.42857,25020.85714,7024.571429,713.1428571,14
7/30/2021,6085105,10435,793,88,2232,923516,3997,90,,,33814,913,6531,16,27283,897,0.02384401016,0.002183891776,0.02987224942,32449,25384.28571,7064.714286,758.2857143,15.42857143
7/31/2021,6092594,7489,632,103,1801,925317,2774,108,,,19006,708,934,5,18072,703,0.02466445425,0.002203801051,0.03078992931,32974,25908.28571,7065.714286,797.7142857,15.57142857
8/1/2021,6099484,6890,572,121,1908,927225,3105,121,,,17884,656,818,5,17066,651,0.02522937745,0.00226312918,0.03140746539,33351.14286,26281.28571,7069.857143,825.4285714,16
8/2/2021,6114240,14756,1235,179,3621,930846,6770,183,,,53520,1366,12901,25,40619,1341,0.02666865748,0.002358864573,0.03310098133,34443.85714,27237,7206.857143,901.5714286,17
8/3/2021,6128081,13841,1146,183,3453,934299,6312,185,,,48522,1243,11698,22,36824,1221,0.0273405601,0.002311549914,0.03376869051,35687.42857,28394.85714,7292.571429,958.8571429,16.85714286
8/4/2021,6141099,13018,1140,176,3341,937640,6164,181,,,44533,1296,9531,22,35002,1274,0.02811894493,0.002325217867,0.03456441706,36569.14286,29258,7311.142857,1011.285714,17
8/5/2021,6154253,13154,1092,172,3349,940989,6774,175,,,45384,1245,9144,21,36240,1224,0.02827577542,0.002249936963,0.03463189109,37523.28571,30158,7365.285714,1044.428571,16.57142857
8/6/2021,6166992,12739,1137,151,3126,944115,6393,163,,,39967,1304,7036,12,32931,1292,0.02908309029,0.002151281165,0.03555182373,38402.28571,30964.85714,7437.428571,1100.857143,16
8/7/2021,6175006,8014,678,106,1820,945935,3579,110,,,20624,802,1032,5,19592,797,0.02925667631,0.002147239264,0.035734902,38633.42857,31182,7451.428571,1114.285714,16
8/8/2021,6182837,7831,652,97,1590,947525,3246,101,,,20783,755,887,2,19896,753,0.02930857233,0.002086963181,0.03573883783,39047.57143,31586.28571,7461.285714,1128.857143,15.57142857
8/9/2021,6199282,16445,1422,202,3871,951396,8811,210,,,60049,1610,15131,25,44918,1585,0.02949668051,0.00200150572,0.0361397142,39980.28571,32200.42857,7779.857143,1163.714286,15.57142857
8/10/2021,6214805,15523,1337,199,3865,955261,8115,203,,,54524,1513,12967,33,41557,1480,0.02982187334,0.002153316107,0.03652188271,40837.71429,32876.57143,7961.142857,1200.714286,17.14285714
8/11/2021,6229604,14799,1334,193,3771,959032,8133,200,,,50586,1498,10774,24,39812,1474,0.02989548399,0.002141440382,0.03662543733,41702.42857,33563.71429,8138.714286,1229.285714,17.42857143
8/12/2021,6248095,18491,1385,161,3969,963001,9307,164,,,63541,1592,9977,36,53564,1556,0.02926398215,0.002370078195,0.03542632893,44296.28571,36038.57143,8257.714286,1276.714286,19.57142857
8/13/2021,6262723,14628,1191,161,3744,966745,8528,165,,,47282,1391,7333,13,39949,1378,0.02886363422,0.002375174266,0.03479914227,45341.28571,37041.14286,8300.142857,1289,19.71428571
8/14/2021,6271063,8340,779,136,2297,969042,5185,140,,,21700,913,1177,9,20523,904,0.02911465938,0.002437935652,0.03508583155,45495,37174.14286,8320.857143,1304.285714,20.28571429
8/15/2021,6279192,8129,779,129,2207,971249,5123,133,,,21353,898,1849,7,19504,891,0.02951086871,0.002482772598,0.03566988804,45576.42857,37118.14286,8458.285714,1324,21
8/16/2021,6299183,19991,1584,216,3918,975167,9467,222,,,75883,1808,19866,34,56017,1774,0.02870674801,0.002439672834,0.03490621055,47838.42857,38703.71429,9134.714286,1351,22.28571429
8/17/2021,6318243,19060,1579,233,3947,979114,9557,238,,,67390,1791,15713,34,51677,1757,0.02844407379,0.002354211339,0.03463489962,49676.42857,40149.42857,9527,1390.571429,22.42857143
8/18/2021,6337196,18953,1504,204,4109,983223,9975,206,,,62619,1736,14034,33,48585,1703,0.02815425496,0.002373157586,0.03437662817,51395.42857,41402.71429,9992.714286,1423.285714,23.71428571
8/19/2021,6355144,17948,1460,183,3790,987013,9213,189,,,69030,1691,13345,41,55685,1650,0.02800220119,0.002332337657,0.03444885935,52179.57143,41705.71429,10473.85714,1436.714286,24.42857143
8/20/2021,6371926,16782,1379,175,3937,990950,9928,180,,,54695,1616,12297,24,42398,1592,0.02804894411,0.002324957525,0.03488921121,53238.57143,42055.57143,11183,1467.285714,26
8/21/2021,6382738,10812,926,124,2389,993339,5336,125,,,26066,1059,5245,11,20821,1048,0.02811137398,0.002234392646,0.03534258383,53862.28571,42098.14286,11764.14286,1487.857143,26.28571429
8/22/2021,6389919,7181,665,102,2208,995547,5243,103,,,18309,749,2949,15,15360,734,0.02794177416,0.002300806481,0.03530630578,53427.42857,41506.14286,11921.28571,1465.428571,27.42857143
8/23/2021,6411241,21322,1663,214,4659,1000206,11304,216,,,80474,1892,24179,45,56295,1847,0.02782480988,0.002313073996,0.03552356948,54083.28571,41545.85714,12537.42857,1475.857143,29
8/24/2021,6433177,21936,1875,225,4971,1005177,10832,231,,,77626,2157,23655,69,53971,2088,0.02803360947,0.002486834406,0.0363748017,55545.57143,41873.57143,13672,1523.142857,34
8/25/2021,6456624,23447,1726,249,4676,1009853,11034,256,,,71898,1958,23371,54,48527,1904,0.02793784445,0.002465703868,0.03706787417,56871.14286,41865.28571,15005.85714,1551.857143,37
8/26/2021,6477695,21071,1632,220,4492,1014345,10787,226,,,78593,1902,23343,76,55250,1826,0.02780005936,0.002555655039,0.0377244363,58237.28571,41803.14286,16434.14286,1577,42
8/27/2021,6499632,21937,1517,210,4905,1019250,10379,216,,,66167,1770,23928,55,42239,1715,0.027406575,0.002565721955,0.03816551153,59876.14286,41780.42857,18095.71429,1594.571429,46.42857143
8/28/2021,6514706,15074,1016,166,4895,1024145,8103,169,,,33600,1166,12524,35,21076,1131,0.02717341627,0.002605469246,0.03841581317,60952.42857,41816.85714,19135.57143,1606.428571,49.85714286
8/29/2021,6530437,15731,870,145,3982,1028127,7420,146,,,34443,994,13596,40,20847,954,0.02673661532,0.002586516916,0.03844670612,63257.28571,42600.71429,20656.57143,1637.857143,53.42857143
8/30/2021,6558687,28250,1924,286,5193,1033320,12294,289,,,104106,2195,41849,98,62257,2097,0.02603160583,0.002631481641,0.03851502628,66633.28571,43452.42857,23180.85714,1673.571429,61
8/31/2021,6584685,25998,1830,237,4327,1037647,10374,243,,,90799,2061,37185,99,53614,1962,0.02511644975,0.002599604087,0.0381455515,68515.14286,43401.42857,25113.71429,1655.571429,65.28571429
9/1/2021,6609886,25201,1660,260,5403,1043050,12001,264,,,82742,1906,33160,118,49582,1788,0.02445509226,0.002807338955,0.03763305069,70064.28571,43552.14286,26512.14286,1639,74.42857143
9/2/2021,6635267,25381,1831,266,5145,1048195,12189,270,,,97975,2064,37883,118,60092,1946,0.02384314833,0.002813241724,0.03743215362,72833.14286,44243.85714,28589.28571,1656.142857,80.42857143
9/3/2021,6655998,20731,1703,201,4704,1052899,9992,203,,,74986,1976,31866,130,43120,1846,0.02383491018,0.003066378933,0.03774775587,74093,44369.71429,29723.28571,1674.857143,91.14285714
9/4/2021,6668544,12546,1031,152,2725,1055624,6061,157,,,32587,1204,10831,40,21756,1164,0.02395496467,0.00311576295,0.03777130961,73948.28571,44466.85714,29481.42857,1679.571429,91.85714286
